brand,model,year,trim_version,price,location,mileage,fuel_type,gearbox,body_condition,body_color,interior_color,ad_url,scrape_date,car_age
پیش,فروش کی ام سی، T9,1404,2لیترتوربو,2750000000.0,تهران/رسالت,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-6rlr1h9h-kmc-t9-2literturbo-1404,2025-06-08 18:51:57.596306,0
کی,ام سی، T9,1404,2لیترتوربو,2750000000.0,تهران/پیروزی,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-7nehcact-kmc-t9-2literturbo-1404,2025-06-08 18:51:55.557274,0
کی,ام سی، ایگل,1404,1.5لیتر,1050000000.0,تهران/17شهریور,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-ti3uryus-kmc-eagle-1.5liter-1404,2025-06-08 18:51:53.507858,0
ام,وی ام، X22 PRO,1403,دنده‌ای,663000000.0,تهران/دانشگاهشریف,0,بنزینی,دنده‌ای,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-re1qo3vj-mvm-x22pro-mt-1403,2025-06-08 18:51:49.975488,1
کی,ام سی، J7,1404,اتوماتیک,1840000000.0,تهران/پیروزی,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-lhmcpw42-kmc-j7-1404,2025-06-08 18:51:48.402830,0
هایما,S7,1403,1.8لیترتوربوپلاس,2000000000.0,همدان,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-gjk10pyc-haima-s7-1.8lturboplus-1403,2025-06-08 18:51:38.698636,1
کی,ام سی، J7,1404,اتوماتیک,1840000000.0,تهران/پونک,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-6ixv7ttb-kmc-j7-1404,2025-06-08 18:51:34.487900,0
زامیاد,وانت نیسان,1404,بنزین,420000000.0,تهران/جمهوری,0,بنزینی,دنده‌ای,بدون رنگ,آبی,داخل مشکی,https://bama.ir/car/detail-o5mrzikp-zamyad-pickup-gas-1404,2025-06-08 18:51:32.856867,0
پژو,207,1404,TU3,441000000.0,تهران/جمهوری,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-0dq9nsbg-peugeot-207-tu3mt-1404,2025-06-08 18:51:31.420606,0
پراید,151,1403,SE,415000000.0,تهران/اوقاف,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-jusimcvh-pride-151-se-1403,2025-06-08 18:51:29.478590,1
فونیکس,تیگو 8 پرو مکس,1403,IE,3600000000.0,تهران/شهیدمطهری,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-yhvwumbb-fownix-tiggo8promax-ie-1403,2025-06-08 18:51:19.963560,1
فونیکس,تیگو 8 پرو مکس,1404,IE,3377500000.0,تهران/سعادت‌آباد,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخلمارون,https://bama.ir/car/detail-3ksqrmxe-fownix-tiggo8promax-ie-1404,2025-06-08 18:51:11.566576,0
چری,آریزو 5T اسپرت FL,1403,IE,800000000.0,تهران/جمهوری,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-6fezmsoy-chery-arrizo5tsport-ie-1403,2025-06-08 18:51:06.256920,1
جک,S5,1403,1.5لیتراتوماتیک,1109000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-0bz9wehl-jac-s5-at1500-1403,2025-06-08 18:51:02.208463,1
فونیکس,تیگو 7 پرو,1403,پریمیوم,1500000000.0,تهران/استادمعین,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-elkanajq-fownix-tiggo7pro-premium-1403,2025-06-08 18:50:59.972000,1
جک,جی 4,1404,اتوماتیک,950000000.0,تهران/17شهریور,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-ejlihkuz-jac-j4-1404,2025-06-08 18:50:57.941879,0
ام,وی ام، X33 کراس,1404,دنده‌ای,700000000.0,تهران/سهروردی,0,بنزینی,دنده‌ای,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-tavykdtn-mvm-x33cross-mt-1404,2025-06-08 18:50:46.302209,0
کی,ام سی، ایگل,1404,1.5لیتر,1000000000.0,تهران/تهرانپارسشرقی,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل قهوه‌ای,https://bama.ir/car/detail-iryq9woh-kmc-eagle-1.5liter-1404,2025-06-08 18:50:38.097753,0
فونیکس,تیگو 8 پرو مکس,1403,IE,2214000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-9do6jwxr-fownix-tiggo8promax-ie-1403,2025-06-08 18:50:36.038706,1
ام,وی ام، X55 PRO,1403,IE,1153000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-r7epafy0-mvm-x55pro-ie-1403,2025-06-08 18:50:26.704300,1
سمند,سورن,1404,پلاسEF7بنزینی,516000000.0,تهران/جمهوری,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-qvcixsgz-samand-soren-plus-1404,2025-06-08 18:50:22.921521,0
لاماری,ایما,1404,اتوماتیک,1517000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-fwfez9cv-lamari-eama-1404,2025-06-08 18:50:15.993008,0
فونیکس,آریزو 6 جی تی,1404,اکسلنت,1215000000.0,تهران/یوسفآباد,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخلگیلاسی,https://bama.ir/car/detail-9t0hyxzj-fownix-arrizo6gt-excellent-1404,2025-06-08 18:49:59.614959,0
ام,وی ام، X22 PRO,1404,دنده‌ای,428300000.0,کرج/بلوارارم,0,بنزینی,دنده‌ای,بدون رنگ,نوکمدادی,داخل نوک مدادی,https://bama.ir/car/detail-hkprt8wa-mvm-x22pro-mt-1404,2025-06-08 18:49:53.963836,0
فونیکس,FX,1403,پریمیومFWD,1350000000.0,تهران/استادمعین,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-42wgszlt-fownix-fx-premium-1403,2025-06-08 18:49:45.070463,1
فونیکس,تیگو 7 پرو هیبرید,1404,eپلاس,1600000000.0,تهران/یوسفآباد,0,هیبریدی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-lxmiyctj-fownix-tiggo7prohybrid-eplus-1404,2025-06-08 18:49:05.950741,0
کی,ام سی، X5,1404,1.5لیترتوربو,1890000000.0,تهران/پونک,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-ymanywxd-kmc-x5-1.5literturbo-1404,2025-06-08 18:49:04.331192,0
ام,وی ام، X22 PRO,1404,دنده‌ای,530000000.0,تهران/تهرانپارسشرقی,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل سفید,https://bama.ir/car/detail-ub5tkb1d-mvm-x22pro-mt-1404,2025-06-08 18:49:01.032568,0
ام,وی ام، X22 PRO,1404,دنده‌ای,535400000.0,تهران/استادمعین,0,بنزینی,دنده‌ای,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-jbkys89o-mvm-x22pro-mt-1404,2025-06-08 18:48:56.689693,0
فونیکس,تیگو 7 پرو مکس,1403,1.6لیترتوربو2WD,1906000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-a26cpoms-fownix-tiggo7promax-1.6literturbo-1403,2025-06-08 18:48:52.710563,1
پراید,151,1402,SE,400000000.0,سمنان,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-spi57yzj-pride-151-se-1402,2025-06-08 18:48:51.196943,2
جک,S5,1403,1.5لیتراتوماتیک,1109000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-su4dofjw-jac-s5-at1500-1403,2025-06-08 18:48:49.156607,1
پیش,فروش چری، آریزو 5T اسپرت FL,1404,IE,718600000.0,تهران/سعادت‌آباد,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-vzb82mqf-chery-arrizo5tsport-ie-1404,2025-06-08 18:48:47.180809,0
پیش,فروش کی ام سی، ایگل,1404,1.5لیتر,1050000000.0,تهران/رسالت,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-ahnwp4gj-kmc-eagle-1.5liter-1404,2025-06-08 18:48:42.846291,0
فونیکس,آریزو 6 جی تی,1403,اکسلنت,2097000000.0,همدان/میدانجهاد,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخلمارون,https://bama.ir/car/detail-h7nil9da-fownix-arrizo6gt-excellent-1403,2025-06-08 18:48:35.168042,1
دیگنیتی,پرایم,1404,اتوماتیک,1000000000.0,تهران/جمهوری,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخلمارون,https://bama.ir/car/detail-arvyab4z-dignity-prime-1404,2025-06-08 18:48:33.442256,0
پیش,فروش بی ای سی، X3 PRO,1404,1.5لیتر,1217000000.0,تهران/رسالت,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-3kkizp9v-bac-x3pro-1.5liter-1404,2025-06-08 18:48:25.047677,0
ام,وی ام، X55 PRO,1403,IE,900000000.0,تهران/جمهوری,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-hyyieogw-mvm-x55pro-ie-1403,2025-06-08 18:48:23.305948,1
پژو,207,1404,پانوراما اتوماتیک TU5P,1175000000.0,تهران/آبشار,0,بنزینی,اتوماتیک,بدون رنگ,تیتانیوم,داخل مشکی,https://bama.ir/car/detail-haavlyq5-peugeot-207-automaticpanoramatu5p-1404,2025-06-08 18:48:19.636020,0
کوییک,اتوماتیک پلاس,1400,اتوماتیک,620000000.0,تهران/طرشت,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-z0cecfiw-quick-atfullplus-1400,2025-06-08 18:48:18.120135,4
کی,ام سی، X5,1404,1.5لیترتوربو,1890000000.0,تهران/پیروزی,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-63xd5d1r-kmc-x5-1.5literturbo-1404,2025-06-08 18:48:11.200813,0
کی,ام سی، X5,1404,1.5لیترتوربو,1100000000.0,تهران/سهروردی,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-nwm7iuik-kmc-x5-1.5literturbo-1404,2025-06-08 18:48:09.273041,0
ام,وی ام، X33 کراس,1404,اتوماتیک,486800000.0,کرج/بلوارارم,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-q1avcm6z-mvm-x33cross-at-1404,2025-06-08 18:48:05.681188,0
چری,آریزو 5T اسپرت FL,1404,IE,718000000.0,تهران/تهرانپارسشرقی,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-msqdelsp-chery-arrizo5tsport-ie-1404,2025-06-08 18:48:04.030973,0
هایما,8S,1404,اتوماتیک,1475000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-sikgxr0t-haima-8s-1404,2025-06-08 18:48:01.900285,0
ساینا,GXL دنده ای,1404,دوگانهسوز,390000000.0,قدس/قدس,0,دوگانهسوز,دنده‌ای,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-jfd9t78i-saina-gxlmt-cng-1404,2025-06-08 18:47:57.212479,0
کوییک,GXR,1404,Lدندهای,298000000.0,تهران/جمهوری,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-wxnm6jye-quick-gxr-lmt-1404,2025-06-08 18:47:52.099807,0
فیدلیتی,پرستیژ,1403,تیپ2هفتنفره,2042000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-covnbx16-fidelity-prestige-7seater-1403,2025-06-08 18:47:44.522361,1
فونیکس,آریزو 6 جی تی,1404,اکسلنت,1455000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-81yuu5k6-fownix-arrizo6gt-excellent-1404,2025-06-08 18:47:36.859596,0
ام,وی ام، X22 PRO,1403,دنده‌ای,530000000.0,تهران/تهرانپارسشرقی,0,بنزینی,دنده‌ای,بدون رنگ,قرمز,داخل مشکی,https://bama.ir/car/detail-bdo4uhls-mvm-x22pro-mt-1403,2025-06-08 18:47:34.817269,1
هایما,S7,1403,1.8لیترتوربوپلاس,1900000000.0,همدان,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-4c2pi7as-haima-s7-1.8lturboplus-1403,2025-06-08 18:47:31.456368,1
ریسپکت,پرایم,1401,تیپ1,1720000000.0,تهران/صادقیه,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-u5ifs0y2-respect-prime-type1-1401,2025-06-08 18:47:26.389093,3
لاماری,ایما,1402,اتوماتیک,2050000000.0,اصفهان/سپاهان‌شهر,0,بنزینی,اتوماتیک,بدون رنگ,تیتانیوم,داخل مشکی,https://bama.ir/car/detail-kbgk7onh-lamari-eama-1402,2025-06-08 18:47:22.432492,2
فیدلیتی,الیت,1404,تیپ1پنجنفره,1320000000.0,تهران/سهروردی,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-oyupvxjb-fidelity-elite-5seater-1404,2025-06-08 18:47:20.287447,0
کی,ام سی، J7,1404,اتوماتیک,1840000000.0,تهران/پیروزی,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-jvp1hokg-kmc-j7-1404,2025-06-08 18:47:18.920268,0
فونیکس,تیگو 8 پرو هیبرید,1404,eپلاس,3302700000.0,تهران/سعادت‌آباد,0,هیبریدی,اتوماتیک,بدون رنگ,نوکمدادی,داخلمارون,https://bama.ir/car/detail-fjl0zblr-fownix-tiggo8prohybrid-eplus-1404,2025-06-08 18:47:16.858068,0
فونیکس,تیگو 8 پرو هیبرید,1403,eپلاس,2091000000.0,تهران/دانشگاهشریف,0,هیبریدی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-tfdey8lj-fownix-tiggo8prohybrid-eplus-1403,2025-06-08 18:46:59.681535,1
کی,ام سی، J7,1404,اتوماتیک,1890000000.0,تهران/صدر,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-sgpj5uet-kmc-j7-1404,2025-06-08 18:46:56.839871,0
چری,آریزو 5T اسپرت FL,1404,IE,1437200000.0,کرج/بلوارارم,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-nprqbvmw-chery-arrizo5tsport-ie-1404,2025-06-08 18:46:41.762953,0
فونیکس,آریزو 6 پرو,1403,اتوماتیک,1000000000.0,تهران/جمهوری,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-kahbzsuq-fownix-arrizo6pro-1403,2025-06-08 18:46:40.188436,1
ام,وی ام، X33 کراس,1404,اتوماتیک,608550000.0,تهران/استادمعین,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-etpl2ry0-mvm-x33cross-at-1404,2025-06-08 18:46:36.450298,0
اکستریم,VX,1403,2.0لیترتوربو,4500000000.0,تهران/تهرانپارسشرقی,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-jvxrcfxi-xtrim-vx-2.0literturbo-1403,2025-06-08 18:46:34.133916,1
کی,ام سی، T9,1403,2لیترتوربو,1600000000.0,تهران/سهروردی,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-z2zhuusk-kmc-t9-2literturbo-1403,2025-06-08 18:46:31.930589,1
تارا,دنده ای V1 پلاس,1404,6سرعته,937000000.0,زابل,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-0u6i4aan-tara-v1p-6mt-1404,2025-06-08 18:46:22.133403,0
پژو,207,1404,پانوراما دنده‌ای,530000000.0,تهران/سهروردی,0,بنزینی,دنده‌ای,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-xazthbiu-peugeot-207-manualpanorama-1404,2025-06-08 18:46:20.784095,0
ساینا,S,1404,دندهایبنزینی,540000000.0,تهران/کوهک,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل نوک مدادی,https://bama.ir/car/detail-tvzklura-saina-manuals-mtgas-1404,2025-06-08 18:46:12.484177,0
فونیکس,آریزو 6 جی تی,1404,اکسلنت,1270000000.0,تهران/سهروردی,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخلقرمز,https://bama.ir/car/detail-pja9jbce-fownix-arrizo6gt-excellent-1404,2025-06-08 18:46:11.005435,0
شاهین,G اتومات,1404,CVT,970000000.0,تبریز,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-alpo0uih-shahin-gautomatic-cvt-1404,2025-06-08 18:46:08.795465,0
جک,S5,1403,1.5لیتراتوماتیک,1109000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-mzopj6cq-jac-s5-at1500-1403,2025-06-08 18:46:06.722032,1
شاهین,GL دنده ای,1404,دنده‌ای,492000000.0,تهران/جمهوری,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-7mivjvpg-shahin-gl-1404,2025-06-08 18:45:56.995345,0
کوییک,SR,1404,دنده‌ای,510000000.0,اصفهان/بزرگمهر,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-ruempova-quick-sr-mt-1404,2025-06-08 18:45:53.059299,0
جک,S5,1403,1.5لیتراتوماتیک,1029000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,خاکستری,داخل مشکی,https://bama.ir/car/detail-wbhl2zc4-jac-s5-at1500-1403,2025-06-08 18:45:48.431577,1
فونیکس,تیگو 7 پرو,1404,پریمیوم,1450000000.0,تهران/یوسفآباد,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-r3wkqs8a-fownix-tiggo7pro-premium-1404,2025-06-08 18:45:44.316052,0
فونیکس,تیگو 8 پرو هیبرید,1404,eپلاس,1300000000.0,تهران/تهرانپارسشرقی,0,هیبریدی,اتوماتیک,بدون رنگ,سفید,داخلموکا,https://bama.ir/car/detail-psdmwlly-fownix-tiggo8prohybrid-eplus-1404,2025-06-08 18:45:38.094132,0
کوییک,GXR,1404,Lدندهای,515000000.0,زنجان,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل نوک مدادی,https://bama.ir/car/detail-hipqn0bu-quick-gxr-lmt-1404,2025-06-08 18:45:31.991747,0
فونیکس,آریزو 8,1404,اکسلنت,1780000000.0,تهران/یوسفآباد,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-jktyu0vq-fownix-arrizo8-excellent-1404,2025-06-08 18:45:03.929983,0
ام,وی ام، X33 کراس,1404,اتوماتیک,1375000000.0,تهران/جنت‌آبادجنوبی,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-tnihchfg-mvm-x33cross-at-1404,2025-06-08 18:45:00.380394,0
ام,وی ام، X22 PRO,1403,دنده‌ای,663000000.0,تهران/دانشگاهشریف,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-hod5z7km-mvm-x22pro-mt-1403,2025-06-08 18:44:58.153752,1
هایما,8S,1404,اتوماتیک,1100000000.0,تهران/جمهوری,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-gaitofzq-haima-8s-1404,2025-06-08 18:44:55.809064,0
اطلس,GL,1404,دنده‌ای,590000000.0,دزفول,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل کرم,https://bama.ir/car/detail-ilrqctuu-atlas-gl-mt-1404,2025-06-08 18:44:52.034635,0
اکستریم,LX,1403,1.6لیترتوربو,1900000000.0,تهران/استادمعین,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-svjnky34-xtrim-lx-1.6literturbo-1403,2025-06-08 18:44:50.007165,1
فونیکس,FX,1404,پریمیومFWD,2483000000.0,تهران/پلچوبی,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-omjxswai-fownix-fx-premium-1404,2025-06-08 18:44:47.992832,0
هایما,8S,1404,اتوماتیک,1475000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-bueypknm-haima-8s-1404,2025-06-08 18:44:40.081035,0
کی,ام سی، T9,1404,2لیترتوربو,2750000000.0,تهران/پیروزی,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-wu2drica-kmc-t9-2literturbo-1404,2025-06-08 18:44:36.008624,0
فیدلیتی,پرایم,1403,تیپ2هفتنفره,1377000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-be0x3y4r-fidelity-prime-7seater-1403,2025-06-08 18:44:34.145561,1
ساینا,S,1404,دندهایبنزینی,500000000.0,تهران/نازی‌آباد,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل خاکستری,https://bama.ir/car/detail-c3lefydn-saina-manuals-mtgas-1404,2025-06-08 18:44:27.809089,0
لاماری,ایما,1404,اتوماتیک,1517000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,تیتانیوم,داخل مشکی,https://bama.ir/car/detail-qdlupxnv-lamari-eama-1404,2025-06-08 18:44:26.326105,0
پژو,207,1404,پانوراما اتوماتیک TU5P,630000000.0,تهران/جمهوری,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-kw4ziqbo-peugeot-207-automaticpanoramatu5p-1404,2025-06-08 18:44:24.298510,0
چری,آریزو 5T اسپرت FL,1404,IE,718600000.0,تهران/استادمعین,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-p9a24scg-chery-arrizo5tsport-ie-1404,2025-06-08 18:44:17.520052,0
لوکانو,L7,1404,1.6لیترتوربو,3250000000.0,اصفهان/بزرگراهخلیجفارس(مرق),0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-pxl1u6cg-lucano-l7-1.6literturbo-1404,2025-06-08 18:44:11.578380,0
لوکانو,L7,1404,1.6لیترتوربو,3220000000.0,اصفهان/بزرگراهخلیجفارس(مرق),0,بنزینی,اتوماتیک,بدون رنگ,سبز,داخل مشکی,https://bama.ir/car/detail-v9nlefur-lucano-l7-1.6literturbo-1404,2025-06-08 18:43:59.775798,0
هایما,8S,1404,اتوماتیک,1475000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-p2hfseku-haima-8s-1404,2025-06-08 18:43:47.384853,0
دنا,پلاس EF7,1404,5دندهساده,619000000.0,قدس/قدس,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-pslkzdol-dena-plus-basicmanual-1404,2025-06-08 18:43:40.844026,0
فیدلیتی,پرستیژ,1403,تیپ2هفتنفره,2042000000.0,تهران/دانشگاهشریف,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-tiwrdajz-fidelity-prestige-7seater-1403,2025-06-08 18:43:38.448007,1
فوتون,تونلند G7,1404,بنزینی,1650000000.0,تهران/سهروردی,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-ltqsqzd9-foton-tunlandg7-gas-1404,2025-06-08 18:43:30.175296,0
اکستریم,TXL,1403,2.0لیترتوربو,2350000000.0,تهران/سهروردی,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-a0ephv8s-xtrim-txl-2.0literturbo-1403,2025-06-08 18:43:25.819582,1
پژو,207,1404,پانوراما دنده‌ای,522000000.0,تهران/جمهوری,0,بنزینی,دنده‌ای,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-z7pycmxa-peugeot-207-manualpanorama-1404,2025-06-08 18:43:24.267066,0
اکستریم,LX,1404,1.6لیترتوربو,2600000000.0,تهران/تهرانپارسشرقی,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-tq9aeqf2-xtrim-lx-1.6literturbo-1404,2025-06-08 18:43:20.515841,0
شاهین,G اتومات,1404,CVT,980000000.0,تهران/سیدخندان,0,بنزینی,اتوماتیک,بدون رنگ,سفید,داخل مشکی,https://bama.ir/car/detail-zjf4rdym-shahin-gautomatic-cvt-1404,2025-06-08 18:43:18.748477,0
کی,ام سی، J7,1404,اتوماتیک,1840000000.0,تهران/17شهریور,0,بنزینی,اتوماتیک,بدون رنگ,مشکی,داخل مشکی,https://bama.ir/car/detail-9cmoqfgr-kmc-j7-1404,2025-06-08 18:43:17.364158,0
